transaction_month,state,category,age_bucket,amount_bucket,total_transactions,total_revenue,total_profit,avg_transaction_value,unique_customers
2017-10,California,Technology,60+,High (500-1500),1,1115.91,200.86,1115.91,1
2017-10,California,Technology,60+,Low (<50),1,46.36,15.3,46.36,1
2017-10,California,Technology,60+,Medium (50-500),3,280.62,5.2,93.54,2
2017-10,Colorado,Furniture,35-44,High (500-1500),1,579.14,-28.96,579.14,1
2017-10,Colorado,Office Supplies,35-44,Low (<50),1,3.17,-2.53,3.17,1
2017-10,Colorado,Technology,60+,Medium (50-500),1,63.82,13.56,63.82,1
2017-10,Connecticut,Office Supplies,18-24,Low (<50),1,13.05,6.0,13.05,1
2017-10,Florida,Furniture,60+,High (500-1500),1,683.95,42.75,683.95,1
2017-10,Florida,Furniture,60+,Low (<50),2,89.63,11.18,44.82,2
2017-10,Florida,Office Supplies,25-34,Low (<50),1,17.86,2.01,17.86,1
2017-10,Florida,Office Supplies,35-44,Low (<50),2,12.18,-3.35,6.09,1
2017-10,Florida,Office Supplies,35-44,Medium (50-500),1,56.78,20.58,56.78,1
2017-10,Florida,Office Supplies,60+,Low (<50),5,49.36,9.4,9.87,2
2017-10,Florida,Technology,60+,High (500-1500),1,863.88,107.98,863.88,1
2017-10,Idaho,Furniture,60+,Low (<50),1,41.96,2.94,41.96,1
2017-10,Idaho,Office Supplies,60+,Low (<50),1,37.94,18.21,37.94,1
2017-10,Idaho,Office Supplies,60+,Medium (50-500),1,227.84,66.07,227.84,1
2017-10,Illinois,Furniture,35-44,Medium (50-500),1,254.6,-18.19,254.6,1
2017-10,Illinois,Furniture,45-59,High (500-1500),1,652.45,-430.62,652.45,1
2017-10,Illinois,Furniture,45-59,Low (<50),1,10.48,-6.81,10.48,1
2017-10,Illinois,Furniture,45-59,Medium (50-500),1,66.64,-42.65,66.64,1
2017-10,Illinois,Furniture,60+,Medium (50-500),2,330.63,-115.42,165.32,2
2017-10,Illinois,Office Supplies,45-59,Low (<50),2,31.05,-60.17,15.52,2
2017-10,Illinois,Office Supplies,45-59,Medium (50-500),2,160.1,-124.6,80.05,1
2017-10,Illinois,Office Supplies,60+,Low (<50),4,69.92,-61.59,17.48,3
2017-10,Illinois,Office Supplies,60+,Medium (50-500),1,290.34,32.66,290.34,1
2017-10,Illinois,Technology,45-59,Low (<50),1,27.18,2.04,27.18,1
2017-10,Illinois,Technology,60+,High (500-1500),1,508.77,38.16,508.77,1
2017-10,Indiana,Office Supplies,45-59,High (500-1500),1,909.12,9.09,909.12,1
2017-10,Kentucky,Furniture,45-59,Low (<50),1,33.94,9.16,33.94,1
2017-10,Kentucky,Office Supplies,18-24,Medium (50-500),2,473.31,161.95,236.66,2
2017-10,Kentucky,Office Supplies,45-59,Low (<50),2,65.06,24.92,32.53,1
2017-10,Kentucky,Office Supplies,45-59,Medium (50-500),1,105.98,4.24,105.98,1
2017-10,Louisiana,Furniture,45-59,Very High (1500+),1,1504.52,346.04,1504.52,1
2017-10,Louisiana,Office Supplies,45-59,Low (<50),2,36.99,17.64,18.5,1
2017-10,Maryland,Furniture,45-59,Low (<50),1,19.98,8.59,19.98,1
2017-10,Maryland,Office Supplies,18-24,Low (<50),1,37.66,18.45,37.66,1
2017-10,Massachusetts,Furniture,35-44,Medium (50-500),1,56.56,14.71,56.56,1
2017-10,Massachusetts,Office Supplies,35-44,Low (<50),1,32.7,8.5,32.7,1
2017-10,Massachusetts,Office Supplies,60+,Low (<50),1,21.93,10.31,21.93,1
2017-10,Michigan,Furniture,25-34,Medium (50-500),1,157.74,56.79,157.74,1
2017-10,Michigan,Office Supplies,25-34,Low (<50),1,2.88,1.41,2.88,1
2017-10,Michigan,Office Supplies,25-34,Medium (50-500),2,115.03,49.5,57.52,1
2017-10,Michigan,Office Supplies,60+,Medium (50-500),1,85.52,22.24,85.52,1
2017-10,Minnesota,Office Supplies,45-59,Very High (1500+),1,1793.98,843.17,1793.98,1
2017-10,Minnesota,Office Supplies,60+,Low (<50),1,6.16,2.96,6.16,1
2017-10,Minnesota,Technology,60+,Low (<50),1,19.99,6.8,19.99,1
2017-10,Mississippi,Office Supplies,18-24,Low (<50),1,11.68,5.26,11.68,1
2017-10,Nebraska,Office Supplies,60+,Medium (50-500),1,104.85,50.33,104.85,1
2017-10,New Jersey,Furniture,45-59,Low (<50),1,40.48,17.41,40.48,1
2017-10,New Jersey,Furniture,45-59,Very High (1500+),1,2154.9,129.29,2154.9,1
2017-10,New Jersey,Office Supplies,25-34,Low (<50),1,6.48,3.11,6.48,1
2017-10,New Jersey,Office Supplies,25-34,Medium (50-500),1,143.7,68.98,143.7,1
2017-10,New Jersey,Office Supplies,45-59,Low (<50),1,17.9,8.77,17.9,1
2017-10,New Jersey,Technology,45-59,Low (<50),1,45.0,4.95,45.0,1
2017-10,New Mexico,Office Supplies,60+,Medium (50-500),1,79.87,29.95,79.87,1
2017-10,New Mexico,Technology,60+,High (500-1500),1,595.0,95.2,595.0,1
2017-10,New York,Furniture,18-24,Medium (50-500),1,145.76,3.24,145.76,1
2017-10,New York,Furniture,25-34,Medium (50-500),1,83.92,21.82,83.92,1
2017-10,New York,Furniture,45-59,Medium (50-500),2,383.43,13.3,191.72,2
2017-10,New York,Furniture,60+,High (500-1500),1,547.3,175.14,547.3,1
2017-10,New York,Furniture,60+,Medium (50-500),1,221.38,2.46,221.38,1
2017-10,New York,Office Supplies,18-24,High (500-1500),1,904.9,253.37,904.9,1
2017-10,New York,Office Supplies,25-34,Low (<50),3,64.66,30.87,21.55,3
2017-10,New York,Office Supplies,25-34,Medium (50-500),2,408.81,39.1,204.4,2
2017-10,New York,Office Supplies,45-59,Low (<50),8,182.09,77.39,22.76,5
2017-10,New York,Office Supplies,45-59,Medium (50-500),1,75.79,25.58,75.79,1
2017-10,New York,Office Supplies,60+,Low (<50),3,107.06,51.76,35.69,3
2017-10,New York,Technology,18-24,Very High (1500+),1,1704.89,767.2,1704.89,1
2017-10,New York,Technology,25-34,Medium (50-500),4,810.91,199.83,202.73,4
2017-10,New York,Technology,25-34,Very High (1500+),2,13599.57,4567.88,6799.78,1
2017-10,New York,Technology,45-59,Low (<50),1,35.88,10.05,35.88,1
2017-10,New York,Technology,45-59,Medium (50-500),1,160.93,3.22,160.93,1
2017-10,New York,Technology,60+,Medium (50-500),1,87.8,43.9,87.8,1
2017-10,New York,Technology,60+,Very High (1500+),1,5199.96,1351.99,5199.96,1
2017-10,North Carolina,Furniture,60+,Medium (50-500),2,232.72,-20.52,116.36,2
2017-10,North Carolina,Office Supplies,35-44,Low (<50),2,25.17,8.0,12.58,2
2017-10,North Carolina,Office Supplies,45-59,Very High (1500+),1,1633.19,-1306.55,1633.19,1
2017-10,North Carolina,Office Supplies,60+,High (500-1500),1,580.67,65.33,580.67,1
2017-10,North Carolina,Office Supplies,60+,Low (<50),3,74.86,24.79,24.95,3
2017-10,North Carolina,Office Supplies,60+,Medium (50-500),2,197.64,-63.07,98.82,2
2017-10,North Carolina,Technology,35-44,Low (<50),1,15.98,1.4,15.98,1
2017-10,North Carolina,Technology,60+,Medium (50-500),1,222.38,16.68,222.38,1
2017-10,Ohio,Furniture,45-59,Low (<50),1,45.89,9.18,45.89,1
2017-10,Ohio,Furniture,60+,Medium (50-500),1,284.36,-75.83,284.36,1
2017-10,Ohio,Office Supplies,18-24,Low (<50),2,10.28,-3.6,5.14,1
2017-10,Ohio,Office Supplies,18-24,Medium (50-500),1,161.57,16.16,161.57,1
2017-10,Ohio,Office Supplies,60+,High (500-1500),1,665.41,66.54,665.41,1
2017-10,Oklahoma,Furniture,25-34,Medium (50-500),1,248.98,54.78,248.98,1
2017-10,Oklahoma,Furniture,35-44,Medium (50-500),1,262.11,62.91,262.11,1
2017-10,Oklahoma,Office Supplies,25-34,Medium (50-500),1,333.09,23.32,333.09,1
2017-10,Oklahoma,Office Supplies,45-59,Low (<50),1,36.44,12.03,36.44,1
2017-10,Oklahoma,Technology,35-44,High (500-1500),1,1439.92,374.38,1439.92,1
2017-10,Oregon,Furniture,25-34,Medium (50-500),1,478.48,47.85,478.48,1
2017-10,Oregon,Furniture,35-44,Medium (50-500),2,394.99,-505.23,197.49,2
2017-10,Oregon,Office Supplies,25-34,Low (<50),1,5.18,1.81,5.18,1
2017-10,Oregon,Office Supplies,35-44,Low (<50),2,61.71,-12.21,30.86,1
2017-10,Oregon,Office Supplies,35-44,Medium (50-500),1,95.14,10.7,95.14,1
2017-10,Oregon,Technology,25-34,Low (<50),1,28.4,6.74,28.4,1
2017-10,Pennsylvania,Furniture,45-59,Low (<50),1,7.17,0.99,7.17,1
2017-10,Pennsylvania,Office Supplies,25-34,Low (<50),1,31.68,11.09,31.68,1
2017-10,Pennsylvania,Office Supplies,25-34,Medium (50-500),2,152.81,-69.61,76.41,2
2017-10,Pennsylvania,Office Supplies,35-44,Low (<50),6,126.39,3.32,21.06,3
2017-10,Pennsylvania,Office Supplies,35-44,Medium (50-500),2,182.97,15.22,91.48,2
2017-10,Pennsylvania,Office Supplies,45-59,Low (<50),3,77.43,20.68,25.81,2
2017-10,Pennsylvania,Technology,25-34,Low (<50),1,32.7,-6.54,32.7,1
2017-10,Pennsylvania,Technology,25-34,Medium (50-500),2,391.53,-90.33,195.76,2
2017-10,Pennsylvania,Technology,35-44,Medium (50-500),2,428.23,-36.98,214.11,2
2017-10,Pennsylvania,Technology,45-59,Medium (50-500),1,442.4,-55.3,442.4,1
2017-10,Rhode Island,Furniture,18-24,High (500-1500),1,637.9,-127.58,637.9,1
2017-10,Rhode Island,Furniture,18-24,Low (<50),1,35.0,14.7,35.0,1
2017-10,Rhode Island,Furniture,18-24,Medium (50-500),2,451.42,36.81,225.71,1
2017-10,Rhode Island,Office Supplies,18-24,Low (<50),2,45.66,21.95,22.83,1
2017-10,Rhode Island,Office Supplies,25-34,Low (<50),1,42.76,11.12,42.76,1
2017-10,Rhode Island,Office Supplies,45-59,Low (<50),2,62.92,15.71,31.46,1
2017-10,Tennessee,Furniture,60+,Low (<50),3,41.22,8.83,13.74,1
2017-10,Tennessee,Furniture,60+,Very High (1500+),2,4189.37,-1971.67,2094.69,2
2017-10,Tennessee,Office Supplies,60+,Low (<50),3,82.33,-40.88,27.44,1
2017-10,Tennessee,Technology,60+,Low (<50),1,18.53,4.4,18.53,1
2017-10,Texas,Furniture,45-59,Low (<50),1,16.19,-8.5,16.19,1
2017-10,Texas,Furniture,45-59,Medium (50-500),1,251.01,-68.13,251.01,1
2017-10,Texas,Furniture,60+,High (500-1500),1,517.4,-81.31,517.4,1
2017-10,Texas,Furniture,60+,Medium (50-500),2,582.46,-124.42,291.23,2
2017-10,Texas,Office Supplies,18-24,Low (<50),2,11.92,1.09,5.96,2
2017-10,Texas,Office Supplies,25-34,Low (<50),5,71.06,-105.05,14.21,3
2017-10,Texas,Office Supplies,25-34,Medium (50-500),1,259.14,-58.31,259.14,1
2017-10,Texas,Office Supplies,35-44,Low (<50),2,19.79,-0.92,9.9,2
2017-10,Texas,Office Supplies,45-59,Low (<50),2,50.11,12.27,25.06,2
2017-10,Texas,Office Supplies,45-59,Medium (50-500),2,109.81,9.63,54.9,2
2017-10,Texas,Office Supplies,60+,Low (<50),5,40.2,-0.68,8.04,3
2017-10,Texas,Office Supplies,60+,Medium (50-500),1,67.14,5.88,67.14,1
2017-10,Texas,Technology,25-34,High (500-1500),1,791.88,128.68,791.88,1
2017-10,Texas,Technology,25-34,Medium (50-500),2,424.74,25.65,212.37,2
2017-10,Texas,Technology,35-44,Low (<50),2,50.18,-5.97,25.09,1
2017-10,Texas,Technology,45-59,Low (<50),2,56.66,3.71,28.33,2
2017-10,Texas,Technology,60+,High (500-1500),1,823.96,51.5,823.96,1
2017-10,Utah,Office Supplies,60+,Low (<50),1,11.68,4.2,11.68,1
2017-10,Virginia,Furniture,45-59,Medium (50-500),1,356.85,60.66,356.85,1
2017-10,Virginia,Office Supplies,45-59,Medium (50-500),1,251.58,113.21,251.58,1
2017-10,Washington,Furniture,25-34,Medium (50-500),1,451.15,0.0,451.15,1
2017-10,Washington,Furniture,35-44,Low (<50),1,9.64,3.66,9.64,1
2017-10,Washington,Furniture,60+,High (500-1500),1,614.27,-23.04,614.27,1
2017-10,Washington,Furniture,60+,Medium (50-500),2,297.55,31.9,148.77,1
2017-10,Washington,Office Supplies,25-34,Low (<50),1,19.44,9.33,19.44,1
2017-10,Washington,Office Supplies,25-34,Medium (50-500),2,172.93,72.37,86.46,1
2017-10,Washington,Office Supplies,45-59,Low (<50),1,8.94,4.11,8.94,1
2017-10,Washington,Office Supplies,60+,Low (<50),1,13.9,5.21,13.9,1
2017-10,Washington,Office Supplies,60+,Medium (50-500),1,88.75,27.74,88.75,1
2017-10,Washington,Technology,45-59,Medium (50-500),1,84.78,-20.14,84.78,1
2017-10,West Virginia,Furniture,60+,High (500-1500),1,673.34,-76.95,673.34,1
2017-10,Wisconsin,Office Supplies,35-44,Low (<50),2,60.72,29.92,30.36,1
2017-11,Alabama,Technology,45-59,Medium (50-500),1,239.92,23.99,239.92,1
2017-11,Arizona,Furniture,60+,High (500-1500),1,899.14,-146.11,899.14,1
2017-11,Arizona,Furniture,60+,Medium (50-500),2,227.46,4.29,113.73,1
2017-11,Arizona,Office Supplies,25-34,Low (<50),1,20.72,-15.2,20.72,1
2017-11,Arizona,Office Supplies,25-34,Medium (50-500),1,415.87,-41.59,415.87,1
2017-11,Arizona,Office Supplies,45-59,Low (<50),1,2.39,-1.83,2.39,1
2017-11,Arizona,Office Supplies,45-59,Medium (50-500),1,243.99,30.5,243.99,1
2017-11,Arizona,Office Supplies,60+,Low (<50),2,61.51,-17.21,30.75,2
2017-11,Arizona,Technology,60+,High (500-1500),1,671.98,50.4,671.98,1
2017-11,Arizona,Technology,60+,Low (<50),2,49.52,13.69,24.76,1
2017-11,Arizona,Technology,60+,Medium (50-500),4,599.88,-95.78,149.97,2
2017-11,Arkansas,Office Supplies,60+,Low (<50),1,4.3,1.42,4.3,1
2017-11,California,Furniture,18-24,Low (<50),2,60.75,21.43,30.38,2
2017-11,California,Furniture,18-24,Medium (50-500),1,321.57,28.14,321.57,1
2017-11,California,Furniture,25-34,High (500-1500),1,523.39,52.34,523.39,1
2017-11,California,Furniture,25-34,Low (<50),1,17.31,5.19,17.31,1
2017-11,California,Furniture,25-34,Medium (50-500),1,241.42,-36.21,241.42,1
2017-11,California,Furniture,35-44,Low (<50),1,25.02,10.51,25.02,1
2017-11,California,Furniture,35-44,Medium (50-500),3,651.14,4.63,217.05,2
2017-11,California,Furniture,45-59,Low (<50),3,49.96,17.61,16.65,3
2017-11,California,Furniture,45-59,Medium (50-500),1,119.94,23.99,119.94,1
2017-11,California,Furniture,45-59,Very High (1500+),1,1673.18,20.91,1673.18,1
2017-11,California,Furniture,60+,Low (<50),3,98.45,40.32,32.82,3
2017-11,California,Furniture,60+,Medium (50-500),3,1129.79,-39.27,376.6,3
2017-11,California,Office Supplies,18-24,Low (<50),5,132.52,62.54,26.5,3
2017-11,California,Office Supplies,18-24,Medium (50-500),3,367.14,172.56,122.38,3
2017-11,California,Office Supplies,25-34,Low (<50),4,37.22,12.11,9.3,2
2017-11,California,Office Supplies,25-34,Medium (50-500),1,56.56,15.27,56.56,1
2017-11,California,Office Supplies,35-44,High (500-1500),1,590.35,206.62,590.35,1
2017-11,California,Office Supplies,35-44,Low (<50),5,77.44,27.09,15.49,3
2017-11,California,Office Supplies,35-44,Medium (50-500),4,760.79,107.8,190.2,3
2017-11,California,Office Supplies,45-59,High (500-1500),1,811.28,24.34,811.28,1
2017-11,California,Office Supplies,45-59,Low (<50),7,146.86,38.32,20.98,6
2017-11,California,Office Supplies,45-59,Medium (50-500),3,544.1,156.89,181.37,3
2017-11,California,Office Supplies,60+,Low (<50),8,166.78,64.5,20.85,7
2017-11,California,Office Supplies,60+,Medium (50-500),1,84.06,27.32,84.06,1
2017-11,California,Technology,18-24,Low (<50),2,48.92,3.41,24.46,2
2017-11,California,Technology,18-24,Medium (50-500),1,166.16,59.82,166.16,1
2017-11,California,Technology,25-34,High (500-1500),2,1421.52,116.13,710.76,2
2017-11,California,Technology,25-34,Medium (50-500),2,142.92,42.83,71.46,2
2017-11,California,Technology,35-44,Medium (50-500),2,157.56,49.75,78.78,2
2017-11,California,Technology,45-59,Medium (50-500),3,751.34,276.62,250.45,3
2017-11,California,Technology,60+,Low (<50),2,61.96,4.87,30.98,2
2017-11,California,Technology,60+,Medium (50-500),1,223.58,87.2,223.58,1
2017-11,California,Technology,60+,Very High (1500+),1,1919.98,216.0,1919.98,1
2017-11,Colorado,Office Supplies,45-59,Medium (50-500),1,88.77,31.07,88.77,1
2017-11,Delaware,Office Supplies,35-44,Medium (50-500),1,100.94,33.31,100.94,1
2017-11,Delaware,Office Supplies,45-59,Medium (50-500),1,155.94,45.22,155.94,1
2017-11,Delaware,Technology,45-59,Very High (1500+),1,10499.97,5039.99,10499.97,1
2017-11,Florida,Furniture,25-34,Medium (50-500),2,559.2,55.02,279.6,1
2017-11,Florida,Furniture,45-59,High (500-1500),1,723.92,-81.44,723.92,1
2017-11,Florida,Office Supplies,25-34,High (500-1500),1,1158.12,130.29,1158.12,1
2017-11,Florida,Office Supplies,35-44,Low (<50),2,38.24,1.67,19.12,2
2017-11,Florida,Office Supplies,45-59,Low (<50),2,47.33,14.87,23.66,1
2017-11,Florida,Office Supplies,60+,Low (<50),6,99.28,6.49,16.55,3
2017-11,Florida,Office Supplies,60+,Medium (50-500),3,526.4,33.51,175.47,2
2017-11,Florida,Technology,18-24,Medium (50-500),2,691.14,69.59,345.57,1
2017-11,Florida,Technology,45-59,Medium (50-500),1,71.98,9.0,71.98,1
2017-11,Florida,Technology,60+,High (500-1500),1,959.98,311.99,959.98,1
2017-11,Florida,Technology,60+,Medium (50-500),1,361.38,27.1,361.38,1
2017-11,Georgia,Office Supplies,18-24,Low (<50),1,12.84,3.72,12.84,1
2017-11,Georgia,Office Supplies,45-59,Low (<50),1,12.39,5.7,12.39,1
2017-11,Georgia,Office Supplies,60+,Low (<50),1,48.87,23.95,48.87,1
2017-11,Georgia,Technology,35-44,Medium (50-500),2,286.09,84.44,143.04,1
2017-11,Illinois,Furniture,25-34,Medium (50-500),1,219.08,-131.44,219.08,1
2017-11,Illinois,Furniture,45-59,Medium (50-500),1,127.39,-25.48,127.39,1
2017-11,Illinois,Furniture,60+,Low (<50),1,6.46,-4.04,6.46,1
2017-11,Illinois,Office Supplies,18-24,Medium (50-500),1,54.34,5.43,54.34,1
2017-11,Illinois,Office Supplies,35-44,Low (<50),2,49.6,-79.36,24.8,2
2017-11,Illinois,Office Supplies,45-59,Low (<50),1,10.69,3.74,10.69,1
2017-11,Illinois,Office Supplies,45-59,Medium (50-500),2,285.96,-28.11,142.98,2
2017-11,Illinois,Office Supplies,60+,Low (<50),1,11.52,4.18,11.52,1
2017-11,Illinois,Technology,60+,Medium (50-500),2,462.34,100.66,231.17,2
2017-11,Indiana,Furniture,60+,High (500-1500),1,828.6,240.29,828.6,1
2017-11,Indiana,Furniture,60+,Low (<50),1,27.46,9.89,27.46,1
2017-11,Indiana,Furniture,60+,Medium (50-500),1,257.94,67.06,257.94,1
2017-11,Indiana,Office Supplies,60+,Low (<50),1,4.41,2.03,4.41,1
2017-11,Indiana,Office Supplies,60+,Medium (50-500),4,891.96,410.36,222.99,2
2017-11,Indiana,Technology,60+,Medium (50-500),1,89.98,43.19,89.98,1
2017-11,Indiana,Technology,60+,Very High (1500+),1,1879.96,545.19,1879.96,1
2017-11,Iowa,Office Supplies,35-44,Low (<50),1,45.92,21.58,45.92,1
2017-11,Kansas,Office Supplies,25-34,Low (<50),2,46.02,18.29,23.01,1
2017-11,Kansas,Office Supplies,35-44,Low (<50),1,33.29,7.99,33.29,1
2017-11,Kentucky,Furniture,25-34,High (500-1500),1,701.96,168.47,701.96,1
2017-11,Kentucky,Furniture,35-44,Low (<50),1,27.58,11.58,27.58,1
2017-11,Kentucky,Furniture,60+,High (500-1500),2,1797.8,506.46,898.9,2
2017-11,Kentucky,Office Supplies,18-24,High (500-1500),1,1443.96,375.43,1443.96,1
2017-11,Kentucky,Office Supplies,18-24,Low (<50),1,2.88,1.41,2.88,1
2017-11,Kentucky,Office Supplies,35-44,Low (<50),1,26.4,11.88,26.4,1
2017-11,Kentucky,Office Supplies,60+,Low (<50),3,33.06,16.2,11.02,3
2017-11,Kentucky,Office Supplies,60+,Medium (50-500),1,59.92,16.78,59.92,1
2017-11,Kentucky,Technology,60+,Very High (1500+),1,2249.91,517.48,2249.91,1
2017-11,Maryland,Furniture,25-34,Medium (50-500),1,274.2,112.42,274.2,1
2017-11,Maryland,Furniture,35-44,Medium (50-500),1,272.97,43.68,272.97,1
2017-11,Maryland,Furniture,45-59,High (500-1500),1,1049.2,272.79,1049.2,1
2017-11,Maryland,Furniture,45-59,Low (<50),1,20.9,7.52,20.9,1
2017-11,Maryland,Office Supplies,18-24,High (500-1500),1,544.38,157.87,544.38,1
2017-11,Maryland,Office Supplies,18-24,Low (<50),2,53.44,25.02,26.72,2
2017-11,Maryland,Office Supplies,18-24,Very High (1500+),1,1633.14,473.61,1633.14,1
2017-11,Maryland,Office Supplies,45-59,Low (<50),1,1.64,0.74,1.64,1
2017-11,Maryland,Technology,18-24,High (500-1500),1,826.62,355.45,826.62,1
2017-11,Massachusetts,Office Supplies,25-34,Medium (50-500),1,50.94,14.26,50.94,1
2017-11,Massachusetts,Office Supplies,45-59,Low (<50),1,40.99,20.09,40.99,1
2017-11,Massachusetts,Office Supplies,45-59,Medium (50-500),1,189.7,91.06,189.7,1
2017-11,Michigan,Furniture,25-34,Low (<50),1,19.76,8.3,19.76,1
2017-11,Michigan,Furniture,60+,Low (<50),1,28.4,11.08,28.4,1
2017-11,Michigan,Office Supplies,18-24,Medium (50-500),1,181.86,50.92,181.86,1
2017-11,Michigan,Office Supplies,45-59,High (500-1500),1,501.81,0.0,501.81,1
2017-11,Michigan,Office Supplies,45-59,Low (<50),1,4.36,0.17,4.36,1
2017-11,Michigan,Office Supplies,60+,Medium (50-500),1,287.92,138.2,287.92,1
2017-11,Minnesota,Office Supplies,18-24,Low (<50),1,15.28,7.49,15.28,1
2017-11,Minnesota,Office Supplies,25-34,Low (<50),4,63.78,26.47,15.94,2
2017-11,Minnesota,Office Supplies,25-34,Medium (50-500),1,52.4,14.15,52.4,1
2017-11,Minnesota,Office Supplies,60+,Low (<50),1,22.0,9.68,22.0,1
2017-11,Mississippi,Office Supplies,45-59,Medium (50-500),1,173.8,43.45,173.8,1
2017-11,Missouri,Furniture,25-34,Medium (50-500),1,126.3,40.42,126.3,1
2017-11,Missouri,Office Supplies,45-59,Low (<50),1,11.76,5.76,11.76,1
2017-11,Missouri,Office Supplies,45-59,Medium (50-500),1,83.9,20.98,83.9,1
2017-11,Missouri,Technology,25-34,Low (<50),1,38.04,12.17,38.04,1
2017-11,New Jersey,Office Supplies,45-59,Low (<50),1,46.26,12.03,46.26,1
2017-11,New Mexico,Furniture,45-59,Low (<50),1,41.37,17.38,41.37,1
2017-11,New Mexico,Technology,35-44,Medium (50-500),1,159.99,54.4,159.99,1
2017-11,New York,Furniture,25-34,Medium (50-500),1,183.97,-25.3,183.97,1
2017-11,New York,Furniture,35-44,Medium (50-500),1,50.97,9.17,50.97,1
2017-11,New York,Furniture,45-59,High (500-1500),1,1242.9,262.39,1242.9,1
2017-11,New York,Furniture,45-59,Low (<50),1,27.42,11.24,27.42,1
2017-11,New York,Furniture,45-59,Medium (50-500),6,707.83,45.24,117.97,4
2017-11,New York,Furniture,60+,High (500-1500),1,977.29,173.74,977.29,1
2017-11,New York,Furniture,60+,Medium (50-500),3,664.28,91.89,221.43,3
2017-11,New York,Office Supplies,18-24,Low (<50),1,6.99,2.03,6.99,1
2017-11,New York,Office Supplies,18-24,Medium (50-500),2,426.38,186.17,213.19,2
2017-11,New York,Office Supplies,25-34,High (500-1500),1,931.18,314.27,931.18,1
2017-11,New York,Office Supplies,25-34,Low (<50),1,46.76,22.44,46.76,1
2017-11,New York,Office Supplies,25-34,Medium (50-500),2,148.93,55.29,74.46,2
2017-11,New York,Office Supplies,35-44,Low (<50),1,16.74,8.37,16.74,1
2017-11,New York,Office Supplies,35-44,Medium (50-500),2,243.18,98.46,121.59,2
2017-11,New York,Office Supplies,35-44,Very High (1500+),1,2504.74,626.18,2504.74,1
2017-11,New York,Office Supplies,45-59,Low (<50),5,114.5,30.28,22.9,3
2017-11,New York,Office Supplies,45-59,Medium (50-500),9,1017.55,237.59,113.06,6
2017-11,New York,Office Supplies,60+,High (500-1500),1,1247.64,349.34,1247.64,1
2017-11,New York,Office Supplies,60+,Low (<50),7,109.87,46.9,15.7,6
